Busco_id Status Sequence Score Length length prop_gc orf_length in_bridges p_good p_bases_covered p_seq_true score p_not_segmented eff_length eff_count tpm coverage sCnuc sCcov sCord sCseg
EOG09360B9U Duplicated TRINITY_DN141841_c3_g1_i5 729.5 394 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BA6 Duplicated TRINITY_DN132939_c0_g3_i1 773.7 369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BAH Duplicated TRINITY_DN147981_c0_g1_i14 394.1 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BAZ Duplicated TRINITY_DN128725_c0_g1_i5 554.5 345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BDG Duplicated TRINITY_DN136142_c0_g2_i7 664.5 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BEF Duplicated TRINITY_DN130067_c0_g1_i6 558.1 335 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BEL Duplicated TRINITY_DN144731_c1_g1_i3 727.4 347 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BEM Duplicated TRINITY_DN144419_c0_g1_i17 703.9 353 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BFF Complete TRINITY_DN132352_c0_g3_i5 768.8 394 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BG3 Duplicated TRINITY_DN117007_c0_g1_i3 705.6 447 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BGE Complete TRINITY_DN121554_c0_g3_i8 519.8 332 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BGG Duplicated TRINITY_DN139924_c0_g4_i3 490.4 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BGW Duplicated TRINITY_DN114150_c0_g1_i6 678.9 392 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BI5 Duplicated TRINITY_DN109669_c0_g2_i1 336.4 209 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BID Duplicated TRINITY_DN123065_c1_g3_i3 635.2 334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BIG Duplicated TRINITY_DN148111_c1_g1_i6 554.1 342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BJ2 Duplicated TRINITY_DN128129_c0_g1_i10 535.4 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BJO Complete TRINITY_DN117080_c3_g3_i1 710.4 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BKS Duplicated TRINITY_DN134904_c0_g1_i1 498.2 309 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BLH Duplicated TRINITY_DN120106_c0_g1_i15 502.7 308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BM8 Duplicated TRINITY_DN119041_c2_g3_i3 597.5 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BN6 Duplicated TRINITY_DN142175_c0_g2_i13 743.2 395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BNI Duplicated TRINITY_DN124519_c0_g2_i6 576.6 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BOH Duplicated TRINITY_DN119966_c0_g3_i1 726 410 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BPW Duplicated TRINITY_DN124433_c1_g3_i2 467.4 285 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BQM Duplicated TRINITY_DN121316_c0_g1_i1 476.4 297 483 0.393375 161 0 0.833333 0.89234 0.992208 0.687698 0.932065 483 0 0 0 0.992208 0.89234 0.833333 0.932065
EOG09360BQM Duplicated TRINITY_DN121316_c0_g2_i5 476.4 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BQU Duplicated TRINITY_DN131405_c0_g3_i4 648.2 397 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BR4 Fragmented TRINITY_DN147316_c1_g2_i5 197.1 123 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BRK Duplicated TRINITY_DN139043_c0_g2_i5 853.8 447 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BRS Duplicated TRINITY_DN131399_c0_g1_i15 250.2 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BSY Duplicated TRINITY_DN115446_c0_g1_i6 594 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BT4 Duplicated TRINITY_DN124478_c0_g1_i4 716.7 407 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BTH Duplicated TRINITY_DN148040_c0_g1_i10 611.3 362 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BVG Duplicated TRINITY_DN114896_c0_g1_i7 646.2 380 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BWZ Duplicated TRINITY_DN142590_c1_g1_i3 585.8 394 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BY2 Duplicated TRINITY_DN128338_c0_g1_i1 454.9 291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BY3 Complete TRINITY_DN137579_c0_g1_i1 591.7 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BYN Duplicated TRINITY_DN132168_c1_g2_i2 296.5 281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BYY Duplicated TRINITY_DN127405_c1_g2_i6 527.8 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360BZ0 Duplicated TRINITY_DN131466_c0_g1_i1 642.3 330 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C0Z Duplicated TRINITY_DN123394_c0_g2_i9 702.4 477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C3E Duplicated TRINITY_DN132981_c1_g2_i2 551.8 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C3K Fragmented TRINITY_DN147778_c0_g1_i5 483.6 245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C5R Duplicated TRINITY_DN122790_c0_g1_i4 797.2 498 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C5Z Duplicated TRINITY_DN126740_c1_g1_i5 617.2 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C5Z Duplicated TRINITY_DN126740_c1_g1_i7 617.2 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C61 Duplicated TRINITY_DN125675_c0_g2_i4 312.2 258 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C6T Duplicated TRINITY_DN122238_c0_g2_i1 631.4 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C7E Duplicated TRINITY_DN134622_c1_g3_i7 634.3 307 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C7N Duplicated TRINITY_DN115326_c0_g1_i3 570.9 309 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360C8Y Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CCO Duplicated TRINITY_DN137193_c0_g1_i4 656.9 366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CCQ Duplicated TRINITY_DN126224_c1_g1_i1 595.5 322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CDH Duplicated TRINITY_DN121871_c0_g1_i1 617.1 321 254 0.42126 26 0 1 1 0.992857 0.946223 0.953031 254 0 0 0 0.992857 1 1 0.953031
EOG09360CEB Complete TRINITY_DN132093_c0_g1_i4 509.6 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CEF Duplicated TRINITY_DN126210_c0_g2_i1 608.1 323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CFL Duplicated TRINITY_DN136094_c0_g2_i2 715.1 399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CG1 Complete TRINITY_DN139199_c0_g1_i3 550.6 322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CG3 Duplicated TRINITY_DN138500_c1_g2_i1 547.5 299 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CGS Duplicated TRINITY_DN127822_c0_g4_i1 665.3 342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CH3 Duplicated TRINITY_DN143964_c1_g1_i10 470.4 335 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CHA Duplicated TRINITY_DN146949_c2_g2_i6 422 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CI2 Duplicated TRINITY_DN122389_c0_g3_i3 625.7 360 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CK0 Duplicated TRINITY_DN135415_c0_g2_i22 532.6 287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CK0 Duplicated TRINITY_DN135415_c0_g2_i8 532.6 287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CK0 Duplicated TRINITY_DN135415_c0_g2_i9 532.6 287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CMF Fragmented TRINITY_DN137485_c0_g1_i5 307.6 230 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CMK Duplicated TRINITY_DN139778_c0_g4_i5 509.8 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CMV Duplicated TRINITY_DN135857_c0_g2_i11 607.2 298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CMV Duplicated TRINITY_DN135857_c0_g2_i6 607.2 298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CNG Duplicated TRINITY_DN107845_c1_g1_i2 525 392 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CNG Duplicated TRINITY_DN107845_c1_g1_i4 525 392 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CNL Complete TRINITY_DN146588_c0_g5_i1 635.5 343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CP3 Duplicated TRINITY_DN129499_c1_g4_i1 652.2 437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CP3 Duplicated TRINITY_DN129499_c1_g4_i3 652.2 437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CPN Complete TRINITY_DN143899_c1_g1_i1 520.6 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CRR Complete TRINITY_DN124668_c0_g1_i4 310.3 352 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CTZ Duplicated TRINITY_DN130189_c4_g1_i6 418 469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CVE Complete TRINITY_DN117670_c1_g3_i4 307.3 302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CVM Duplicated TRINITY_DN111690_c0_g1_i1 574.4 396 259 0.53668 85 0 1 1 0.985714 0.949743 0.963508 259 0 0 0 0.985714 1 1 0.963508
EOG09360CW3 Complete TRINITY_DN133271_c1_g1_i5 411 260 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CWE Duplicated TRINITY_DN147538_c1_g2_i14 691.2 443 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CX9 Duplicated TRINITY_DN123517_c1_g2_i4 686.9 395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CXD Duplicated TRINITY_DN113269_c0_g2_i3 440.1 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CXH Duplicated TRINITY_DN108381_c0_g2_i6 552.6 324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CXL Duplicated TRINITY_DN122552_c0_g1_i11 622.9 333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CYM Duplicated TRINITY_DN117566_c0_g2_i3 798.3 396 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360CYS Duplicated TRINITY_DN121740_c0_g1_i7 657.9 312 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D01 Fragmented TRINITY_DN144234_c1_g2_i11 462.5 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D08 Complete TRINITY_DN118872_c1_g1_i1 453.9 261 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D0R Duplicated TRINITY_DN138681_c0_g1_i4 795.5 450 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D2F Duplicated TRINITY_DN137291_c0_g1_i13 315.4 180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D2X Duplicated TRINITY_DN130028_c0_g1_i13 432 301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D36 Fragmented TRINITY_DN150726_c0_g1_i1 301.1 138 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D3T Duplicated TRINITY_DN148090_c2_g2_i5 518.2 477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D41 Duplicated TRINITY_DN124348_c0_g2_i4 406.7 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D4T Duplicated TRINITY_DN127354_c1_g1_i11 582.3 309 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D4X Duplicated TRINITY_DN134500_c0_g2_i4 626.6 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D63 Duplicated TRINITY_DN118883_c0_g3_i1 536.1 346 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D64 Duplicated TRINITY_DN118972_c0_g3_i7 575.1 375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D6G Fragmented TRINITY_DN141811_c3_g1_i14 539.8 270 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D6K Duplicated TRINITY_DN114518_c0_g1_i4 512.2 354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D7I Duplicated TRINITY_DN125034_c1_g1_i2 494.2 311 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D7K Duplicated TRINITY_DN132944_c0_g2_i1 552.3 337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D8B Duplicated TRINITY_DN137423_c0_g3_i6 612.1 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D8C Duplicated TRINITY_DN126098_c0_g2_i6 724.8 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D9L Duplicated TRINITY_DN120584_c5_g2_i2 255.6 181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360D9T Duplicated TRINITY_DN141597_c1_g1_i2 592.8 320 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DBC Duplicated TRINITY_DN131012_c0_g2_i3 468.5 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DBC Duplicated TRINITY_DN131012_c0_g2_i4 468.5 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DBO Duplicated TRINITY_DN127531_c0_g2_i17 582.1 348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DBZ Duplicated TRINITY_DN122807_c1_g1_i2 505 320 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DBZ Duplicated TRINITY_DN122807_c1_g1_i9 505 320 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DCC Duplicated TRINITY_DN112101_c0_g1_i2 558.8 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DCI Duplicated TRINITY_DN137470_c0_g1_i6 448.1 251 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DCR Complete TRINITY_DN139805_c0_g2_i2 559.2 365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DD0 Duplicated TRINITY_DN127020_c0_g2_i9 509.9 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DDG Duplicated TRINITY_DN115847_c1_g1_i10 484.4 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DDG Duplicated TRINITY_DN115847_c1_g1_i5 484.4 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DE6 Duplicated TRINITY_DN131388_c0_g3_i5 646.2 321 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DFB Duplicated TRINITY_DN126037_c0_g3_i2 596.3 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DFK Duplicated TRINITY_DN138546_c0_g1_i10 657.9 383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DFS Duplicated TRINITY_DN127462_c1_g1_i2 691.4 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DFZ Duplicated TRINITY_DN131647_c2_g1_i8 631.1 321 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DG2 Duplicated TRINITY_DN143968_c0_g1_i2 579.1 326 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DG2 Duplicated TRINITY_DN143968_c0_g1_i5 579.1 326 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DH0 Duplicated TRINITY_DN130430_c0_g3_i4 777.1 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DHF Duplicated TRINITY_DN139651_c0_g1_i2 566.5 324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DI3 Complete TRINITY_DN145798_c0_g1_i6 531.4 314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DI6 Duplicated TRINITY_DN136021_c1_g2_i1 820.5 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DII Fragmented TRINITY_DN144922_c2_g6_i1 277.3 140 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DJL Duplicated TRINITY_DN136305_c1_g3_i29 515.9 298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DJM Duplicated TRINITY_DN123420_c0_g2_i3 588.3 312 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DJS Duplicated TRINITY_DN144005_c1_g1_i12 435.8 323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DKG Complete TRINITY_DN133508_c1_g1_i4 594.6 322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DKW Duplicated TRINITY_DN144270_c0_g3_i2 616.1 343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DLF Duplicated TRINITY_DN130535_c0_g3_i8 544.8 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DLX Duplicated TRINITY_DN128320_c0_g1_i13 607 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DM6 Duplicated TRINITY_DN144496_c0_g1_i2 595.4 291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DMR Duplicated TRINITY_DN122630_c0_g2_i3 461.6 291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DNG Duplicated TRINITY_DN141131_c0_g1_i2 591.6 293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DP5 Duplicated TRINITY_DN123201_c0_g1_i2 538.6 349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DQD Duplicated TRINITY_DN115824_c1_g3_i3 427.4 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DQK Duplicated TRINITY_DN127732_c1_g2_i1 628.1 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DQK Duplicated TRINITY_DN127732_c1_g2_i4 628.1 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DR9 Duplicated TRINITY_DN125989_c0_g3_i3 504.6 313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DRR Duplicated TRINITY_DN115606_c0_g4_i1 526.6 288 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DTF Duplicated TRINITY_DN129460_c0_g2_i3 717 483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DUR Duplicated TRINITY_DN134330_c1_g3_i7 424 312 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DV4 Duplicated TRINITY_DN134945_c1_g1_i1 501.2 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DV4 Duplicated TRINITY_DN134945_c1_g1_i8 501.2 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DV6 Duplicated TRINITY_DN116046_c0_g2_i11 415.7 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DV8 Complete TRINITY_DN116075_c0_g1_i2 565.2 412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DV9 Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DVA Duplicated TRINITY_DN136493_c0_g1_i8 468.3 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DVB Duplicated TRINITY_DN117638_c0_g1_i1 598.8 370 507 0.487179 168 0 0.888889 1 0.991597 0.790664 0.897035 507 0 0 0 0.991597 1 0.888889 0.897035
EOG09360DVY Duplicated TRINITY_DN131323_c1_g1_i10 579.9 291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DW4 Duplicated TRINITY_DN123867_c0_g2_i4 363.9 250 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DWB Duplicated TRINITY_DN133248_c0_g5_i4 577.3 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DWB Duplicated TRINITY_DN133248_c0_g5_i5 577.3 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DWT Duplicated TRINITY_DN116021_c0_g1_i4 677 342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DX3 Duplicated TRINITY_DN125723_c1_g1_i4 682.8 329 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360DZZ Duplicated TRINITY_DN135473_c0_g1_i1 656.5 307 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E00 Duplicated TRINITY_DN127538_c0_g1_i2 474.6 269 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E12 Duplicated TRINITY_DN111435_c0_g2_i1 287.6 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E3A Duplicated TRINITY_DN123111_c0_g1_i5 380.4 272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E4D Duplicated TRINITY_DN136004_c1_g1_i2 537.4 279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E5A Duplicated TRINITY_DN118766_c1_g2_i6 473.2 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E7L Duplicated TRINITY_DN117446_c1_g2_i5 525.7 269 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360E9S Duplicated TRINITY_DN120308_c2_g1_i4 232.8 153 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EB9 Duplicated TRINITY_DN138894_c2_g1_i14 392.8 291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EBH Duplicated TRINITY_DN128834_c0_g1_i12 505.9 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EE5 Duplicated TRINITY_DN141296_c0_g1_i1 582.5 300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EEW Duplicated TRINITY_DN121048_c0_g4_i2 712.9 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EFD Duplicated TRINITY_DN130361_c0_g1_i1 566.7 293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EFH Duplicated TRINITY_DN138389_c0_g1_i5 549.8 321 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EG7 Duplicated TRINITY_DN129443_c0_g5_i3 346.6 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EIH Duplicated TRINITY_DN123151_c1_g1_i2 502.3 283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EKU Duplicated TRINITY_DN126860_c0_g1_i20 422.3 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EL1 Duplicated TRINITY_DN136333_c0_g2_i6 552 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ELM Duplicated TRINITY_DN118652_c2_g2_i5 471 277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EM9 Duplicated TRINITY_DN123702_c0_g3_i1 526.4 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EMI Duplicated TRINITY_DN144268_c1_g2_i1 685.3 300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EMJ Duplicated TRINITY_DN120554_c0_g1_i4 408.3 242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EMK Duplicated TRINITY_DN147591_c3_g3_i8 449 283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EP0 Duplicated TRINITY_DN115755_c0_g3_i9 400.1 320 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
